delivery_detail_id,source_header_id,source_line_id,inventory_item_id,requested_quantity,shipped_quantity,released_status,actual_shipment_date,delivery_date,ship_from_org_id,ship_to_location_id,created_date,last_update_date
1100002283,900001242,1000002521,56470,2.11,2.11,SHIPPED,2026-02-22 06:01:00,2026-02-25 06:01:00,3,200000860,2026-02-15 06:01:00,2026-02-15 06:01:00
1100002284,900001242,1000002522,53925,11.58,11.58,SHIPPED,2026-02-27 06:01:00,2026-03-02 06:01:00,2,200000860,2026-02-15 06:01:00,2026-02-15 06:01:00
1100002285,900001243,1000002523,24554,15.02,13.35,SHIPPED,2025-10-29 12:41:00,2025-11-03 12:41:00,1,200000345,2025-10-18 12:41:00,2025-10-18 12:41:00
1100002286,900001243,1000002524,99998,17.36,17.36,SHIPPED,2025-10-26 12:41:00,2025-10-28 12:41:00,1,200000345,2025-10-18 12:41:00,2025-10-18 12:41:00
1100002287,900001244,1000002525,97995,10.95,10.95,SHIPPED,2026-03-24 10:47:00,2026-03-27 10:47:00,3,200000442,2026-03-21 10:47:00,2026-03-21 10:47:00
1100002288,900001244,1000002526,95150,19.42,10.18,SHIPPED,2026-03-23 10:47:00,2026-03-26 10:47:00,5,200000442,2026-03-21 10:47:00,2026-03-21 10:47:00
1100002289,900001244,1000002527,51105,16.41,16.41,SHIPPED,2026-03-31 10:47:00,2026-04-05 10:47:00,1,200000442,2026-03-21 10:47:00,2026-03-21 10:47:00
1100002290,900001245,1000002528,29372,3.86,3.86,SHIPPED,2024-10-04 15:02:00,2024-10-07 15:02:00,2,200000418,2024-09-22 15:02:00,2024-09-22 15:02:00
1100002291,900001246,1000002529,28661,6.92,6.92,SHIPPED,2024-09-07 23:50:00,2024-09-08 23:50:00,1,200000679,2024-08-23 23:50:00,2024-08-23 23:50:00
1100002292,900001247,1000002530,50138,2.97,2.97,SHIPPED,2024-11-22 16:03:00,2024-11-27 16:03:00,1,200000426,2024-11-14 16:03:00,2024-11-14 16:03:00
1100002293,900001248,1000002531,68891,12.56,10.17,SHIPPED,2025-02-28 02:24:00,2025-03-03 02:24:00,4,200000382,2025-02-17 02:24:00,2025-02-17 02:24:00
1100002294,900001248,1000002532,45409,2.52,2.52,SHIPPED,2025-02-21 02:24:00,2025-02-24 02:24:00,2,200000382,2025-02-17 02:24:00,2025-02-17 02:24:00
1100002295,900001248,1000002533,73604,16.6,16.6,SHIPPED,2025-02-27 02:24:00,2025-03-03 02:24:00,2,200000382,2025-02-17 02:24:00,2025-02-17 02:24:00
1100002296,900001249,1000002534,87958,6.89,5.68,SHIPPED,2026-03-28 07:42:00,2026-04-01 07:42:00,5,200000616,2026-03-19 07:42:00,2026-03-19 07:42:00
1100002297,900001250,1000002535,58531,8.97,8.97,SHIPPED,2024-07-13 05:38:00,2024-07-16 05:38:00,2,200000903,2024-07-02 05:38:00,2024-07-02 05:38:00
1100002298,900001250,1000002536,29006,1.42,1.42,SHIPPED,2024-07-07 05:38:00,2024-07-12 05:38:00,5,200000903,2024-07-02 05:38:00,2024-07-02 05:38:00
1100002299,900001251,1000002537,84055,6.59,6.59,SHIPPED,2024-09-29 18:31:00,2024-10-04 18:31:00,4,200000756,2024-09-27 18:31:00,2024-09-27 18:31:00
1100002300,900001251,1000002538,99849,7.77,7.77,SHIPPED,2024-10-12 18:31:00,2024-10-15 18:31:00,2,200000756,2024-09-27 18:31:00,2024-09-27 18:31:00
1100002301,900001251,1000002539,39606,9.93,9.93,SHIPPED,2024-09-28 18:31:00,2024-10-03 18:31:00,1,200000756,2024-09-27 18:31:00,2024-09-27 18:31:00
1100002302,900001252,1000002540,86354,14.56,14.56,SHIPPED,2025-07-17 01:36:00,2025-07-19 01:36:00,1,200000888,2025-07-12 01:36:00,2025-07-12 01:36:00
1100002303,900001253,1000002541,57604,14.95,14.95,SHIPPED,2024-10-16 11:58:00,2024-10-20 11:58:00,4,200000285,2024-10-08 11:58:00,2024-10-08 11:58:00
1100002304,900001253,1000002542,85048,13.51,13.51,SHIPPED,2024-10-14 11:58:00,2024-10-18 11:58:00,1,200000285,2024-10-08 11:58:00,2024-10-08 11:58:00
1100002305,900001253,1000002543,68269,14.57,14.57,SHIPPED,2024-10-22 11:58:00,2024-10-23 11:58:00,5,200000285,2024-10-08 11:58:00,2024-10-08 11:58:00
1100002306,900001253,1000002544,25414,18.71,18.71,SHIPPED,2024-10-17 11:58:00,2024-10-19 11:58:00,4,200000285,2024-10-08 11:58:00,2024-10-08 11:58:00
1100002307,900001255,1000002546,25708,13.74,9.13,SHIPPED,2025-08-26 17:49:00,2025-08-30 17:49:00,3,200000654,2025-08-19 17:49:00,2025-08-19 17:49:00
1100002308,900001256,1000002547,73431,5.91,5.91,SHIPPED,2024-12-06 10:55:00,2024-12-11 10:55:00,5,200000965,2024-11-23 10:55:00,2024-11-23 10:55:00
1100002309,900001257,1000002548,15078,8.24,8.24,SHIPPED,2025-03-10 10:49:00,2025-03-15 10:49:00,1,200000179,2025-03-01 10:49:00,2025-03-01 10:49:00
1100002310,900001257,1000002549,49127,4.13,4.13,SHIPPED,2025-03-09 10:49:00,2025-03-11 10:49:00,5,200000179,2025-03-01 10:49:00,2025-03-01 10:49:00
1100002311,900001257,1000002550,72258,19.11,19.11,SHIPPED,2025-03-06 10:49:00,2025-03-09 10:49:00,4,200000179,2025-03-01 10:49:00,2025-03-01 10:49:00
1100002312,900001258,1000002551,17424,5.91,5.91,SHIPPED,2026-02-02 14:48:00,2026-02-07 14:48:00,3,200000594,2026-01-22 14:48:00,2026-01-22 14:48:00
1100002313,900001258,1000002552,64974,6.97,6.97,SHIPPED,2026-01-28 14:48:00,2026-01-30 14:48:00,5,200000594,2026-01-22 14:48:00,2026-01-22 14:48:00
1100002314,900001258,1000002553,10556,1.35,1.35,SHIPPED,2026-01-30 14:48:00,2026-02-01 14:48:00,5,200000594,2026-01-22 14:48:00,2026-01-22 14:48:00
1100002315,900001259,1000002554,18769,11.99,6.03,SHIPPED,2024-11-07 08:54:00,2024-11-12 08:54:00,2,200000174,2024-10-29 08:54:00,2024-10-29 08:54:00
1100002316,900001260,1000002555,25418,12.69,6.58,SHIPPED,2025-07-13 01:21:00,2025-07-16 01:21:00,2,200000330,2025-07-02 01:21:00,2025-07-02 01:21:00
1100002317,900001261,1000002556,36686,2.04,2.04,SHIPPED,2025-09-18 17:01:00,2025-09-22 17:01:00,1,200000787,2025-09-05 17:01:00,2025-09-05 17:01:00
1100002318,900001261,1000002557,64970,9.14,4.2,SHIPPED,2025-09-17 17:01:00,2025-09-20 17:01:00,5,200000787,2025-09-05 17:01:00,2025-09-05 17:01:00
1100002319,900001261,1000002558,65342,8.8,8.8,SHIPPED,2025-09-14 17:01:00,2025-09-15 17:01:00,2,200000787,2025-09-05 17:01:00,2025-09-05 17:01:00
1100002320,900001261,1000002559,72891,8.71,8.71,SHIPPED,2025-09-08 17:01:00,2025-09-12 17:01:00,3,200000787,2025-09-05 17:01:00,2025-09-05 17:01:00
1100002321,900001262,1000002560,96835,1.58,1.58,SHIPPED,2025-11-11 16:16:00,2025-11-13 16:16:00,1,200000855,2025-10-29 16:16:00,2025-10-29 16:16:00
1100002322,900001262,1000002561,20194,1.58,0.79,SHIPPED,2025-11-07 16:16:00,2025-11-09 16:16:00,4,200000855,2025-10-29 16:16:00,2025-10-29 16:16:00
1100002323,900001262,1000002562,27631,19.4,19.4,SHIPPED,2025-11-05 16:16:00,2025-11-07 16:16:00,4,200000855,2025-10-29 16:16:00,2025-10-29 16:16:00
1100002324,900001262,1000002563,66821,15.54,15.54,SHIPPED,2025-11-13 16:16:00,2025-11-16 16:16:00,1,200000855,2025-10-29 16:16:00,2025-10-29 16:16:00
1100002325,900001264,1000002567,18257,2.45,2.45,SHIPPED,2026-02-07 22:10:00,2026-02-12 22:10:00,2,200000950,2026-01-29 22:10:00,2026-01-29 22:10:00
1100002326,900001265,1000002568,23805,10.61,10.61,SHIPPED,2024-10-31 05:03:00,2024-11-03 05:03:00,2,200000293,2024-10-28 05:03:00,2024-10-28 05:03:00
1100002327,900001265,1000002569,71595,8.1,8.1,SHIPPED,2024-11-01 05:03:00,2024-11-02 05:03:00,3,200000293,2024-10-28 05:03:00,2024-10-28 05:03:00
1100002328,900001266,1000002570,48673,16.41,16.41,SHIPPED,2025-06-15 00:02:00,2025-06-17 00:02:00,1,200000306,2025-06-06 00:02:00,2025-06-06 00:02:00
1100002329,900001266,1000002571,50093,2.18,2.18,SHIPPED,2025-06-12 00:02:00,2025-06-15 00:02:00,3,200000306,2025-06-06 00:02:00,2025-06-06 00:02:00
1100002330,900001267,1000002572,32007,4.22,4.22,SHIPPED,2024-06-13 21:40:00,2024-06-15 21:40:00,5,200000499,2024-06-10 21:40:00,2024-06-10 21:40:00
1100002331,900001267,1000002573,45981,4.03,4.03,SHIPPED,2024-06-27 21:40:00,2024-06-29 21:40:00,3,200000499,2024-06-10 21:40:00,2024-06-10 21:40:00
1100002332,900001267,1000002574,78071,12.49,12.49,SHIPPED,2024-06-17 21:40:00,2024-06-19 21:40:00,3,200000499,2024-06-10 21:40:00,2024-06-10 21:40:00
1100002333,900001268,1000002575,64613,11.23,11.23,SHIPPED,2025-12-21 21:45:00,2025-12-24 21:45:00,5,200000760,2025-12-08 21:45:00,2025-12-08 21:45:00
1100002334,900001268,1000002576,99746,10.17,6.15,SHIPPED,2025-12-10 21:45:00,2025-12-15 21:45:00,2,200000760,2025-12-08 21:45:00,2025-12-08 21:45:00
1100002335,900001268,1000002577,88609,11.87,11.87,SHIPPED,2025-12-20 21:45:00,2025-12-21 21:45:00,1,200000760,2025-12-08 21:45:00,2025-12-08 21:45:00
1100002336,900001268,1000002578,84860,5.83,2.39,SHIPPED,2025-12-23 21:45:00,2025-12-26 21:45:00,1,200000760,2025-12-08 21:45:00,2025-12-08 21:45:00
1100002337,900001269,1000002579,45285,13.51,13.51,SHIPPED,2025-05-25 00:44:00,2025-05-29 00:44:00,1,200000068,2025-05-19 00:44:00,2025-05-19 00:44:00
1100002338,900001270,1000002580,73381,1.47,1.47,SHIPPED,2025-02-15 02:17:00,2025-02-19 02:17:00,3,200000002,2025-01-31 02:17:00,2025-01-31 02:17:00
1100002339,900001271,1000002581,87167,2.9,1.53,SHIPPED,2025-03-30 03:18:00,2025-04-01 03:18:00,3,200000495,2025-03-29 03:18:00,2025-03-29 03:18:00
1100002340,900001272,1000002582,10833,8.87,4.12,SHIPPED,2025-03-13 05:54:00,2025-03-14 05:54:00,2,200000121,2025-02-26 05:54:00,2025-02-26 05:54:00
1100002341,900001273,1000002583,56598,2.19,2.19,SHIPPED,2026-01-31 22:10:00,2026-02-04 22:10:00,3,200000889,2026-01-17 22:10:00,2026-01-17 22:10:00
1100002342,900001274,1000002584,65636,1.39,1.39,SHIPPED,2025-03-16 04:03:00,2025-03-20 04:03:00,5,200000767,2025-03-06 04:03:00,2025-03-06 04:03:00
1100002343,900001274,1000002585,77674,12.82,12.82,SHIPPED,2025-03-19 04:03:00,2025-03-23 04:03:00,4,200000767,2025-03-06 04:03:00,2025-03-06 04:03:00
1100002344,900001274,1000002586,25615,15.94,15.94,SHIPPED,2025-03-12 04:03:00,2025-03-16 04:03:00,4,200000767,2025-03-06 04:03:00,2025-03-06 04:03:00
1100002345,900001274,1000002587,94219,16.61,16.61,SHIPPED,2025-03-21 04:03:00,2025-03-23 04:03:00,4,200000767,2025-03-06 04:03:00,2025-03-06 04:03:00
1100002346,900001275,1000002588,40551,13.34,13.34,SHIPPED,2025-09-26 22:51:00,2025-09-29 22:51:00,2,200000964,2025-09-10 22:51:00,2025-09-10 22:51:00
1100002347,900001275,1000002589,71193,11.64,11.64,SHIPPED,2025-09-12 22:51:00,2025-09-16 22:51:00,5,200000964,2025-09-10 22:51:00,2025-09-10 22:51:00
1100002348,900001277,1000002592,40588,12.68,12.68,SHIPPED,2024-07-21 07:20:00,2024-07-23 07:20:00,2,200000450,2024-07-17 07:20:00,2024-07-17 07:20:00
1100002349,900001277,1000002593,51713,7.31,7.31,SHIPPED,2024-07-28 07:20:00,2024-08-01 07:20:00,1,200000450,2024-07-17 07:20:00,2024-07-17 07:20:00
1100002350,900001277,1000002594,51106,9.11,9.11,SHIPPED,2024-07-26 07:20:00,2024-07-31 07:20:00,1,200000450,2024-07-17 07:20:00,2024-07-17 07:20:00
1100002351,900001280,1000002601,15748,3.83,3.83,SHIPPED,2025-10-07 11:04:00,2025-10-10 11:04:00,3,200000257,2025-09-29 11:04:00,2025-09-29 11:04:00
1100002352,900001281,1000002602,55206,16.06,16.06,SHIPPED,2025-10-14 13:21:00,2025-10-19 13:21:00,5,200000038,2025-10-07 13:21:00,2025-10-07 13:21:00
1100002353,900001282,1000002603,65499,10.25,10.25,SHIPPED,2025-10-31 08:50:00,2025-11-02 08:50:00,3,200000616,2025-10-26 08:50:00,2025-10-26 08:50:00
1100002354,900001282,1000002604,56637,19.34,19.34,SHIPPED,2025-10-29 08:50:00,2025-11-03 08:50:00,3,200000616,2025-10-26 08:50:00,2025-10-26 08:50:00
1100002355,900001283,1000002605,58279,10.7,10.7,SHIPPED,2024-08-13 06:45:00,2024-08-18 06:45:00,2,200000561,2024-07-28 06:45:00,2024-07-28 06:45:00
1100002356,900001283,1000002606,92879,7.16,7.16,SHIPPED,2024-07-30 06:45:00,2024-08-04 06:45:00,3,200000561,2024-07-28 06:45:00,2024-07-28 06:45:00
1100002357,900001284,1000002607,34977,15.59,15.59,SHIPPED,2024-05-30 10:50:00,2024-06-01 10:50:00,1,200000254,2024-05-17 10:50:00,2024-05-17 10:50:00
1100002358,900001284,1000002608,44715,4.72,4.72,SHIPPED,2024-05-21 10:50:00,2024-05-24 10:50:00,1,200000254,2024-05-17 10:50:00,2024-05-17 10:50:00
1100002359,900001285,1000002609,14729,10.68,10.68,SHIPPED,2025-07-30 02:06:00,2025-08-03 02:06:00,4,200000818,2025-07-25 02:06:00,2025-07-25 02:06:00
1100002360,900001285,1000002610,15913,6.22,6.22,SHIPPED,2025-08-08 02:06:00,2025-08-12 02:06:00,2,200000818,2025-07-25 02:06:00,2025-07-25 02:06:00
1100002361,900001285,1000002611,57989,3.58,3.58,SHIPPED,2025-07-27 02:06:00,2025-07-30 02:06:00,4,200000818,2025-07-25 02:06:00,2025-07-25 02:06:00
1100002362,900001287,1000002615,38414,11.4,11.4,SHIPPED,2024-05-27 08:47:00,2024-06-01 08:47:00,3,200000190,2024-05-11 08:47:00,2024-05-11 08:47:00
1100002363,900001287,1000002616,89219,6.49,6.49,SHIPPED,2024-05-18 08:47:00,2024-05-21 08:47:00,2,200000190,2024-05-11 08:47:00,2024-05-11 08:47:00
1100002364,900001287,1000002617,35873,10.5,10.5,SHIPPED,2024-05-22 08:47:00,2024-05-27 08:47:00,3,200000190,2024-05-11 08:47:00,2024-05-11 08:47:00
1100002365,900001288,1000002618,44590,12.56,12.56,SHIPPED,2024-05-13 09:55:00,2024-05-16 09:55:00,3,200000519,2024-05-03 09:55:00,2024-05-03 09:55:00
1100002366,900001289,1000002619,28452,19.91,19.91,SHIPPED,2026-03-04 08:33:00,2026-03-07 08:33:00,4,200000681,2026-03-02 08:33:00,2026-03-02 08:33:00
1100002367,900001289,1000002620,49120,14.92,14.92,SHIPPED,2026-03-09 08:33:00,2026-03-10 08:33:00,1,200000681,2026-03-02 08:33:00,2026-03-02 08:33:00
1100002368,900001289,1000002621,46344,11.58,11.58,SHIPPED,2026-03-05 08:33:00,2026-03-09 08:33:00,5,200000681,2026-03-02 08:33:00,2026-03-02 08:33:00
1100002369,900001292,1000002626,33993,8.87,8.87,SHIPPED,2025-07-03 17:58:00,2025-07-06 17:58:00,5,200000036,2025-06-24 17:58:00,2025-06-24 17:58:00
1100002370,900001294,1000002629,13097,3.6,3.6,SHIPPED,2026-02-09 12:26:00,2026-02-13 12:26:00,2,200000535,2026-02-06 12:26:00,2026-02-06 12:26:00
1100002371,900001295,1000002630,52508,2.27,2.27,SHIPPED,2024-05-06 10:25:00,2024-05-07 10:25:00,3,200000731,2024-04-22 10:25:00,2024-04-22 10:25:00
1100002372,900001296,1000002631,95872,19.15,19.15,SHIPPED,2025-11-04 23:53:00,2025-11-06 23:53:00,4,200000034,2025-10-25 23:53:00,2025-10-25 23:53:00
1100002373,900001297,1000002632,59382,3.65,2.26,SHIPPED,2024-07-18 06:28:00,2024-07-22 06:28:00,1,200000108,2024-07-08 06:28:00,2024-07-08 06:28:00
1100002374,900001298,1000002633,82617,17.4,17.4,SHIPPED,2025-07-09 05:07:00,2025-07-12 05:07:00,5,200000686,2025-06-25 05:07:00,2025-06-25 05:07:00
1100002375,900001299,1000002634,97877,14.89,14.89,SHIPPED,2024-04-25 02:14:00,2024-04-26 02:14:00,2,200000396,2024-04-13 02:14:00,2024-04-13 02:14:00
1100002376,900001300,1000002635,52421,9.17,9.17,SHIPPED,2025-03-19 07:20:00,2025-03-21 07:20:00,3,200000300,2025-03-16 07:20:00,2025-03-16 07:20:00
1100002377,900001300,1000002636,44818,10.69,10.69,SHIPPED,2025-03-23 07:20:00,2025-03-26 07:20:00,1,200000300,2025-03-16 07:20:00,2025-03-16 07:20:00
1100002378,900001300,1000002637,24978,8.85,8.85,SHIPPED,2025-04-02 07:20:00,2025-04-03 07:20:00,3,200000300,2025-03-16 07:20:00,2025-03-16 07:20:00
1100002379,900001301,1000002638,95114,13.33,13.33,SHIPPED,2026-03-09 00:13:00,2026-03-12 00:13:00,4,200000164,2026-02-28 00:13:00,2026-02-28 00:13:00
1100002380,900001301,1000002639,29186,19.92,19.92,SHIPPED,2026-03-04 00:13:00,2026-03-05 00:13:00,5,200000164,2026-02-28 00:13:00,2026-02-28 00:13:00
1100002381,900001301,1000002640,39759,17.5,17.5,SHIPPED,2026-03-05 00:13:00,2026-03-09 00:13:00,2,200000164,2026-02-28 00:13:00,2026-02-28 00:13:00
1100002382,900001303,1000002642,87498,13.06,13.06,SHIPPED,2024-07-03 10:16:00,2024-07-04 10:16:00,3,200000058,2024-06-20 10:16:00,2024-06-20 10:16:00
1100002383,900001303,1000002643,71308,19.67,19.67,SHIPPED,2024-07-03 10:16:00,2024-07-06 10:16:00,3,200000058,2024-06-20 10:16:00,2024-06-20 10:16:00
1100002384,900001304,1000002644,32637,8.09,8.09,SHIPPED,2024-11-18 11:45:00,2024-11-20 11:45:00,2,200000351,2024-11-10 11:45:00,2024-11-10 11:45:00
1100002385,900001304,1000002645,70622,5.42,5.42,SHIPPED,2024-11-26 11:45:00,2024-11-30 11:45:00,3,200000351,2024-11-10 11:45:00,2024-11-10 11:45:00
1100002386,900001304,1000002646,72941,2.84,2.02,SHIPPED,2024-11-14 11:45:00,2024-11-16 11:45:00,5,200000351,2024-11-10 11:45:00,2024-11-10 11:45:00
1100002387,900001305,1000002647,30465,4.75,3.22,SHIPPED,2025-03-13 08:53:00,2025-03-18 08:53:00,2,200000633,2025-03-10 08:53:00,2025-03-10 08:53:00
1100002388,900001305,1000002648,96801,19.56,19.56,SHIPPED,2025-03-25 08:53:00,2025-03-30 08:53:00,1,200000633,2025-03-10 08:53:00,2025-03-10 08:53:00
1100002389,900001305,1000002649,73231,7.78,3.99,SHIPPED,2025-03-16 08:53:00,2025-03-21 08:53:00,2,200000633,2025-03-10 08:53:00,2025-03-10 08:53:00
1100002390,900001306,1000002650,20395,12.51,12.51,SHIPPED,2024-08-05 16:16:00,2024-08-10 16:16:00,5,200000482,2024-07-20 16:16:00,2024-07-20 16:16:00
1100002391,900001307,1000002651,33205,18.33,18.33,SHIPPED,2025-02-19 00:00:00,2025-02-22 00:00:00,4,200000275,2025-02-12 00:00:00,2025-02-12 00:00:00
1100002392,900001307,1000002652,14461,5.0,5.0,SHIPPED,2025-02-21 00:00:00,2025-02-24 00:00:00,3,200000275,2025-02-12 00:00:00,2025-02-12 00:00:00
1100002393,900001307,1000002653,22894,7.14,7.14,SHIPPED,2025-02-17 00:00:00,2025-02-20 00:00:00,1,200000275,2025-02-12 00:00:00,2025-02-12 00:00:00
1100002394,900001307,1000002654,27999,2.27,2.27,SHIPPED,2025-02-23 00:00:00,2025-02-25 00:00:00,1,200000275,2025-02-12 00:00:00,2025-02-12 00:00:00
1100002395,900001308,1000002655,65050,17.17,13.4,SHIPPED,2024-12-22 04:51:00,2024-12-26 04:51:00,5,200000183,2024-12-05 04:51:00,2024-12-05 04:51:00
1100002396,900001309,1000002656,91296,13.52,13.52,SHIPPED,2025-05-11 12:32:00,2025-05-14 12:32:00,5,200000059,2025-04-26 12:32:00,2025-04-26 12:32:00
1100002397,900001310,1000002657,63257,7.28,7.28,SHIPPED,2024-10-12 16:52:00,2024-10-16 16:52:00,4,200000145,2024-10-01 16:52:00,2024-10-01 16:52:00
1100002398,900001310,1000002658,30685,6.63,6.63,SHIPPED,2024-10-08 16:52:00,2024-10-12 16:52:00,3,200000145,2024-10-01 16:52:00,2024-10-01 16:52:00
1100002399,900001310,1000002659,50710,16.67,16.67,SHIPPED,2024-10-14 16:52:00,2024-10-15 16:52:00,1,200000145,2024-10-01 16:52:00,2024-10-01 16:52:00
1100002400,900001310,1000002660,29875,14.48,11.12,SHIPPED,2024-10-06 16:52:00,2024-10-10 16:52:00,5,200000145,2024-10-01 16:52:00,2024-10-01 16:52:00
1100002401,900001310,1000002661,85423,8.69,8.69,SHIPPED,2024-10-12 16:52:00,2024-10-15 16:52:00,4,200000145,2024-10-01 16:52:00,2024-10-01 16:52:00
1100002402,900001312,1000002664,74670,3.27,3.27,SHIPPED,2024-05-16 13:06:00,2024-05-21 13:06:00,5,200000255,2024-05-09 13:06:00,2024-05-09 13:06:00
1100002403,900001313,1000002665,11834,10.79,10.79,SHIPPED,2024-07-15 07:22:00,2024-07-16 07:22:00,5,200000383,2024-07-04 07:22:00,2024-07-04 07:22:00
1100002404,900001314,1000002666,12456,8.92,8.92,SHIPPED,2025-03-12 19:01:00,2025-03-15 19:01:00,4,200000701,2025-03-01 19:01:00,2025-03-01 19:01:00
1100002405,900001314,1000002667,28083,16.97,16.97,SHIPPED,2025-03-06 19:01:00,2025-03-07 19:01:00,1,200000701,2025-03-01 19:01:00,2025-03-01 19:01:00
1100002406,900001315,1000002668,35620,2.93,2.93,SHIPPED,2024-05-05 12:17:00,2024-05-06 12:17:00,1,200000930,2024-04-19 12:17:00,2024-04-19 12:17:00
1100002407,900001315,1000002669,94752,7.28,3.36,SHIPPED,2024-05-02 12:17:00,2024-05-03 12:17:00,1,200000930,2024-04-19 12:17:00,2024-04-19 12:17:00
1100002408,900001317,1000002673,89339,18.89,18.89,SHIPPED,2024-08-10 08:14:00,2024-08-12 08:14:00,3,200000944,2024-08-01 08:14:00,2024-08-01 08:14:00
1100002409,900001318,1000002674,20304,13.01,13.01,SHIPPED,2024-12-16 12:10:00,2024-12-20 12:10:00,1,200000217,2024-12-10 12:10:00,2024-12-10 12:10:00
1100002410,900001318,1000002675,99534,11.5,11.5,SHIPPED,2024-12-26 12:10:00,2024-12-31 12:10:00,1,200000217,2024-12-10 12:10:00,2024-12-10 12:10:00
1100002411,900001319,1000002676,74907,1.87,1.87,SHIPPED,2025-12-19 18:12:00,2025-12-22 18:12:00,3,200000227,2025-12-09 18:12:00,2025-12-09 18:12:00
1100002412,900001320,1000002677,29502,8.99,8.99,SHIPPED,2025-07-11 08:26:00,2025-07-13 08:26:00,5,200000047,2025-06-27 08:26:00,2025-06-27 08:26:00
1100002413,900001322,1000002679,44551,9.14,8.19,SHIPPED,2026-02-25 23:58:00,2026-03-02 23:58:00,2,200000367,2026-02-11 23:58:00,2026-02-11 23:58:00
1100002414,900001324,1000002684,99209,6.88,6.88,SHIPPED,2025-01-19 10:34:00,2025-01-24 10:34:00,1,200000656,2025-01-08 10:34:00,2025-01-08 10:34:00
1100002415,900001324,1000002685,12484,12.33,12.33,SHIPPED,2025-01-12 10:34:00,2025-01-16 10:34:00,5,200000656,2025-01-08 10:34:00,2025-01-08 10:34:00
1100002416,900001324,1000002686,74644,1.56,1.56,SHIPPED,2025-01-25 10:34:00,2025-01-28 10:34:00,2,200000656,2025-01-08 10:34:00,2025-01-08 10:34:00
1100002417,900001324,1000002687,58630,6.07,6.07,SHIPPED,2025-01-16 10:34:00,2025-01-20 10:34:00,1,200000656,2025-01-08 10:34:00,2025-01-08 10:34:00
1100002418,900001325,1000002688,78969,10.69,10.69,SHIPPED,2025-04-22 10:09:00,2025-04-25 10:09:00,5,200000619,2025-04-08 10:09:00,2025-04-08 10:09:00
1100002419,900001326,1000002689,75573,1.63,1.63,SHIPPED,2024-04-26 13:04:00,2024-05-01 13:04:00,4,200000996,2024-04-19 13:04:00,2024-04-19 13:04:00
1100002420,900001326,1000002690,26384,16.92,16.92,SHIPPED,2024-05-03 13:04:00,2024-05-08 13:04:00,5,200000996,2024-04-19 13:04:00,2024-04-19 13:04:00
1100002421,900001327,1000002691,24153,6.96,6.96,SHIPPED,2026-01-12 20:37:00,2026-01-14 20:37:00,2,200000991,2026-01-09 20:37:00,2026-01-09 20:37:00
1100002422,900001327,1000002692,80603,19.35,19.35,SHIPPED,2026-01-11 20:37:00,2026-01-15 20:37:00,5,200000991,2026-01-09 20:37:00,2026-01-09 20:37:00
1100002423,900001327,1000002693,85727,12.86,12.86,SHIPPED,2026-01-18 20:37:00,2026-01-21 20:37:00,5,200000991,2026-01-09 20:37:00,2026-01-09 20:37:00
1100002424,900001328,1000002694,93448,1.72,1.37,SHIPPED,2024-11-27 20:07:00,2024-11-30 20:07:00,4,200000013,2024-11-24 20:07:00,2024-11-24 20:07:00
1100002425,900001328,1000002695,37343,9.86,9.86,SHIPPED,2024-12-05 20:07:00,2024-12-06 20:07:00,1,200000013,2024-11-24 20:07:00,2024-11-24 20:07:00
1100002426,900001328,1000002696,39818,12.59,12.59,SHIPPED,2024-12-11 20:07:00,2024-12-16 20:07:00,5,200000013,2024-11-24 20:07:00,2024-11-24 20:07:00
1100002427,900001329,1000002697,72529,8.9,8.9,SHIPPED,2024-11-25 17:52:00,2024-11-30 17:52:00,1,200000370,2024-11-11 17:52:00,2024-11-11 17:52:00
1100002428,900001332,1000002702,78799,17.16,17.16,SHIPPED,2025-03-21 21:01:00,2025-03-22 21:01:00,3,200000702,2025-03-17 21:01:00,2025-03-17 21:01:00
1100002429,900001333,1000002703,90640,18.29,18.29,SHIPPED,2025-08-04 15:54:00,2025-08-08 15:54:00,3,200000937,2025-07-21 15:54:00,2025-07-21 15:54:00
1100002430,900001334,1000002704,22629,9.88,9.88,SHIPPED,2025-07-17 21:30:00,2025-07-18 21:30:00,2,200000828,2025-07-06 21:30:00,2025-07-06 21:30:00
1100002431,900001334,1000002705,14072,1.95,1.95,SHIPPED,2025-07-13 21:30:00,2025-07-18 21:30:00,2,200000828,2025-07-06 21:30:00,2025-07-06 21:30:00
1100002432,900001335,1000002706,34975,5.14,5.14,SHIPPED,2024-12-02 21:18:00,2024-12-05 21:18:00,4,200000649,2024-11-22 21:18:00,2024-11-22 21:18:00
1100002433,900001336,1000002707,35801,18.86,18.86,SHIPPED,2025-06-08 21:35:00,2025-06-13 21:35:00,1,200000699,2025-05-27 21:35:00,2025-05-27 21:35:00
1100002434,900001336,1000002708,44512,9.5,9.5,SHIPPED,2025-06-10 21:35:00,2025-06-13 21:35:00,1,200000699,2025-05-27 21:35:00,2025-05-27 21:35:00
1100002435,900001336,1000002709,59023,3.72,3.72,SHIPPED,2025-06-08 21:35:00,2025-06-10 21:35:00,3,200000699,2025-05-27 21:35:00,2025-05-27 21:35:00
1100002436,900001336,1000002710,49895,10.83,5.56,SHIPPED,2025-06-09 21:35:00,2025-06-10 21:35:00,4,200000699,2025-05-27 21:35:00,2025-05-27 21:35:00
