credit_profile_id,cust_account_id,credit_limit,currency_code,payment_terms,risk_level,risk_score,credit_hold_flag,status
700000704,300000704,614997.53,CNY,NET60,LOW,85.67,N,ACTIVE
700000705,300000705,4223791.96,CNY,PREPAID,LOW,44.95,N,ACTIVE
700000706,300000706,934504.32,CNY,NET30,HIGH,40.59,N,ACTIVE
700000707,300000707,3095478.98,CNY,NET90,HIGH,10.66,N,ACTIVE
700000708,300000708,2147344.68,CNY,NET60,LOW,69.66,N,ACTIVE
700000709,300000709,63833.71,CNY,NET30,LOW,91.36,N,ACTIVE
700000710,300000710,181224.36,CNY,NET60,LOW,43.05,N,ACTIVE
700000711,300000711,3288166.02,CNY,NET30,LOW,66.70,N,ACTIVE
700000712,300000712,789326.49,CNY,NET30,MEDIUM,69.07,N,ACTIVE
700000713,300000713,157197.92,CNY,NET90,LOW,64.92,N,ACTIVE
700000714,300000714,136891.94,CNY,PREPAID,LOW,75.02,N,ACTIVE
700000715,300000715,2631276.42,CNY,NET90,LOW,78.48,N,ACTIVE
700000716,300000716,1554092.25,CNY,NET60,HIGH,54.85,N,ACTIVE
700000717,300000717,658330.62,CNY,NET30,MEDIUM,58.96,N,ACTIVE
700000718,300000718,17746453.08,CNY,NET60,LOW,54.95,N,ACTIVE
700000719,300000719,57187.42,CNY,NET30,LOW,43.64,N,ACTIVE
700000720,300000720,213454.32,CNY,NET30,LOW,67.24,N,ACTIVE
700000721,300000721,6001911.66,CNY,PREPAID,MEDIUM,82.78,N,ACTIVE
700000722,300000722,17743182.29,CNY,NET30,HIGH,54.96,N,ACTIVE
700000723,300000723,9450922.38,CNY,NET30,LOW,54.55,N,ACTIVE
700000724,300000724,942147.16,CNY,NET60,LOW,89.78,N,ACTIVE
700000725,300000725,17998752.98,CNY,NET90,MEDIUM,52.74,N,ACTIVE
700000726,300000726,11039890.11,CNY,NET60,LOW,91.60,N,ACTIVE
700000727,300000727,1059328.61,CNY,NET60,MEDIUM,58.43,N,ACTIVE
700000728,300000728,894462.12,CNY,NET30,LOW,92.42,N,ACTIVE
700000729,300000729,609764.51,CNY,NET30,LOW,74.62,N,ACTIVE
700000730,300000730,561605.13,CNY,NET60,LOW,60.92,N,ACTIVE
700000731,300000731,832422.41,CNY,NET30,LOW,69.27,N,ACTIVE
700000732,300000732,177872.24,CNY,NET30,MEDIUM,54.76,N,ACTIVE
700000733,300000733,19018044.74,CNY,NET90,LOW,58.71,N,ACTIVE
700000734,300000734,2476925.71,CNY,NET30,LOW,41.41,N,ACTIVE
700000735,300000735,57033.48,CNY,PREPAID,LOW,68.68,N,ACTIVE
700000736,300000736,580684.51,CNY,NET60,LOW,86.52,N,ACTIVE
700000737,300000737,192196.27,CNY,NET90,LOW,46.71,N,ACTIVE
700000738,300000738,532866.48,CNY,PREPAID,LOW,92.56,N,ACTIVE
700000739,300000739,4150431.15,CNY,NET60,LOW,86.29,N,ACTIVE
700000740,300000740,1524511.59,CNY,NET60,MEDIUM,88.26,N,ACTIVE
700000741,300000741,3345734.02,CNY,NET30,LOW,94.73,N,ACTIVE
700000742,300000742,3830263.18,CNY,NET30,MEDIUM,84.43,N,ACTIVE
700000743,300000743,10175106.49,CNY,NET30,LOW,69.29,N,ACTIVE
700000744,300000744,6353510.90,CNY,NET30,MEDIUM,84.92,N,ACTIVE
700000745,300000745,973296.18,CNY,NET30,LOW,92.62,N,ACTIVE
700000746,300000746,831481.35,CNY,NET30,MEDIUM,87.06,N,ACTIVE
700000747,300000747,1721841.87,CNY,PREPAID,LOW,64.58,N,ACTIVE
700000748,300000748,956643.43,CNY,NET30,LOW,68.54,N,ACTIVE
700000749,300000749,7769843.07,CNY,NET30,MEDIUM,75.06,N,ACTIVE
700000750,300000750,4594158.95,CNY,NET90,HIGH,53.38,N,ACTIVE
700000751,300000751,19511219.05,CNY,NET30,LOW,47.99,N,ACTIVE
700000752,300000752,56277.67,CNY,NET30,LOW,73.96,N,ACTIVE
700000753,300000753,72444.77,CNY,NET60,LOW,83.18,N,ACTIVE
700000754,300000754,4241858.44,CNY,PREPAID,LOW,80.48,N,ACTIVE
700000755,300000755,9604177.37,CNY,PREPAID,MEDIUM,90.82,N,ACTIVE
700000756,300000756,2724887.56,CNY,NET30,LOW,87.41,N,ACTIVE
700000757,300000757,4631922.03,CNY,NET30,LOW,62.30,N,ACTIVE
700000758,300000758,235298.88,CNY,NET90,LOW,43.27,N,ACTIVE
700000759,300000759,849868.93,CNY,NET30,LOW,76.86,N,ACTIVE
700000760,300000760,963110.01,CNY,NET30,MEDIUM,67.06,N,ACTIVE
700000761,300000761,1795859.19,CNY,NET30,LOW,76.91,N,ACTIVE
700000762,300000762,96590.19,CNY,NET30,MEDIUM,58.17,N,ACTIVE
700000763,300000763,2266663.63,CNY,NET60,LOW,49.47,N,ACTIVE
700000764,300000764,65308.31,CNY,NET90,MEDIUM,89.94,N,ACTIVE
700000765,300000765,74771.41,CNY,PREPAID,LOW,63.69,N,ACTIVE
700000766,300000766,3286249.86,CNY,NET30,MEDIUM,72.75,N,ACTIVE
700000767,300000767,656870.10,CNY,NET90,HIGH,32.02,N,ACTIVE
700000768,300000768,19012230.06,CNY,NET60,MEDIUM,68.10,N,ACTIVE
700000769,300000769,4618886.05,CNY,NET30,LOW,44.86,N,ACTIVE
700000770,300000770,7725878.76,CNY,NET30,MEDIUM,75.20,N,ACTIVE
700000771,300000771,197183.94,CNY,NET30,LOW,59.56,N,ACTIVE
700000772,300000772,11677614.78,CNY,NET30,LOW,71.67,N,ACTIVE
700000773,300000773,10125935.25,CNY,NET30,HIGH,59.05,N,ACTIVE
700000774,300000774,91040.01,CNY,NET30,LOW,83.32,N,ACTIVE
700000775,300000775,11642764.46,CNY,NET30,MEDIUM,62.75,N,ACTIVE
700000776,300000776,9909899.31,CNY,NET30,LOW,72.36,N,ACTIVE
700000777,300000777,84060.38,CNY,NET30,LOW,72.78,N,ACTIVE
700000778,300000778,94807.01,CNY,NET60,LOW,93.42,N,ACTIVE
700000779,300000779,592023.44,CNY,NET30,MEDIUM,64.37,N,ACTIVE
700000780,300000780,243353.92,CNY,PREPAID,HIGH,29.82,N,ACTIVE
700000781,300000781,16457133.63,CNY,PREPAID,LOW,73.73,N,ACTIVE
700000782,300000782,7593337.32,CNY,NET60,LOW,72.75,N,ACTIVE
700000783,300000783,101322.55,CNY,NET30,HIGH,31.50,N,ACTIVE
700000784,300000784,2017858.72,CNY,PREPAID,LOW,75.91,N,ACTIVE
700000785,300000785,146759.74,CNY,NET30,LOW,77.32,N,ACTIVE
700000786,300000786,199149.49,CNY,NET30,MEDIUM,93.84,N,ACTIVE
700000787,300000787,127128.29,CNY,NET60,MEDIUM,43.68,N,ACTIVE
700000788,300000788,66072.97,CNY,NET30,HIGH,42.09,N,ACTIVE
700000789,300000789,584992.69,CNY,PREPAID,LOW,78.67,N,ACTIVE
700000790,300000790,7264218.14,CNY,NET30,LOW,46.20,N,ACTIVE
700000791,300000791,508751.85,CNY,NET30,LOW,63.87,N,ACTIVE
700000792,300000792,918192.85,CNY,NET30,LOW,55.91,N,ACTIVE
700000793,300000793,187399.89,CNY,NET30,LOW,40.19,N,ACTIVE
700000794,300000794,19801723.43,CNY,PREPAID,LOW,40.09,N,ACTIVE
700000795,300000795,3487320.32,CNY,NET60,LOW,48.76,N,ACTIVE
700000796,300000796,4375571.82,CNY,NET30,LOW,71.31,N,ACTIVE
700000797,300000797,977212.34,CNY,PREPAID,LOW,46.48,N,ACTIVE
700000798,300000798,14047378.11,CNY,PREPAID,LOW,66.26,N,ACTIVE
700000799,300000799,6894928.01,CNY,NET90,LOW,87.83,N,ACTIVE
700000800,300000800,204045.49,CNY,NET60,LOW,44.89,N,ACTIVE
700000801,300000801,63720.02,CNY,NET30,MEDIUM,71.59,N,ACTIVE
700000802,300000802,451128.08,CNY,NET30,LOW,40.81,N,ACTIVE
700000803,300000803,16489866.61,CNY,NET30,MEDIUM,62.74,N,ACTIVE
700000804,300000804,254976.59,CNY,NET30,MEDIUM,89.08,N,ACTIVE
700000805,300000805,18364936.26,CNY,NET30,MEDIUM,91.20,N,ACTIVE
700000806,300000806,2409756.87,CNY,NET60,LOW,60.03,N,ACTIVE
700000807,300000807,953123.03,CNY,NET30,LOW,45.21,N,ACTIVE
700000808,300000808,115660.61,CNY,NET60,LOW,57.26,N,ACTIVE
700000809,300000809,5657388.30,CNY,NET60,MEDIUM,85.91,N,ACTIVE
700000810,300000810,165929.20,CNY,PREPAID,LOW,40.67,N,ACTIVE
700000811,300000811,1586031.71,CNY,NET30,MEDIUM,59.87,N,ACTIVE
700000812,300000812,9005838.23,CNY,NET30,LOW,77.41,N,ACTIVE
700000813,300000813,2972921.08,CNY,NET30,LOW,94.20,N,ACTIVE
700000814,300000814,657054.14,CNY,NET30,LOW,75.37,N,ACTIVE
700000815,300000815,18445770.70,CNY,NET30,LOW,58.40,N,ACTIVE
700000816,300000816,837871.61,CNY,PREPAID,MEDIUM,88.66,N,ACTIVE
700000817,300000817,780445.72,CNY,NET30,LOW,49.40,N,ACTIVE
700000818,300000818,3998498.63,CNY,NET60,LOW,77.96,N,ACTIVE
700000819,300000819,18488220.29,CNY,NET60,MEDIUM,84.20,N,ACTIVE
700000820,300000820,422995.69,CNY,NET30,LOW,94.31,N,ACTIVE
700000821,300000821,375214.02,CNY,NET30,HIGH,16.56,N,ACTIVE
700000822,300000822,118537.71,CNY,NET30,MEDIUM,59.57,N,ACTIVE
700000823,300000823,8272546.47,CNY,PREPAID,LOW,91.93,N,ACTIVE
700000824,300000824,2842018.30,CNY,NET30,LOW,81.42,N,ACTIVE
700000825,300000825,3739431.24,CNY,NET60,LOW,73.26,N,ACTIVE
700000826,300000826,149819.69,CNY,NET30,LOW,90.58,N,ACTIVE
700000827,300000827,726412.00,CNY,NET60,LOW,71.40,N,ACTIVE
700000828,300000828,262038.66,CNY,NET30,MEDIUM,78.85,N,ACTIVE
700000829,300000829,3886982.76,CNY,NET90,LOW,91.85,N,ACTIVE
700000830,300000830,9283260.63,CNY,NET30,LOW,41.22,N,ACTIVE
700000831,300000831,309367.09,CNY,NET30,LOW,60.24,N,ACTIVE
700000832,300000832,2811220.72,CNY,NET90,HIGH,30.63,N,ACTIVE
700000833,300000833,3956497.52,CNY,NET30,HIGH,18.81,N,ACTIVE
700000834,300000834,2811865.39,CNY,PREPAID,LOW,71.75,N,ACTIVE
700000835,300000835,55454.98,CNY,NET30,LOW,90.64,N,ACTIVE
700000836,300000836,926746.49,CNY,NET90,LOW,50.92,N,ACTIVE
700000837,300000837,4638178.39,CNY,NET30,MEDIUM,48.16,N,ACTIVE
700000838,300000838,977594.30,CNY,NET30,LOW,65.82,N,ACTIVE
700000839,300000839,103133.11,CNY,NET30,LOW,86.49,N,ACTIVE
700000840,300000840,19695170.74,CNY,NET30,HIGH,58.21,N,ACTIVE
700000841,300000841,856842.31,CNY,NET60,MEDIUM,73.99,N,ACTIVE
700000842,300000842,178515.78,CNY,NET90,MEDIUM,92.24,N,ACTIVE
700000843,300000843,2446128.50,CNY,NET30,LOW,53.83,N,ACTIVE
700000844,300000844,98156.08,CNY,NET60,HIGH,37.36,N,ACTIVE
700000845,300000845,657258.90,CNY,NET60,LOW,81.35,N,ACTIVE
700000846,300000846,15124251.26,CNY,NET30,LOW,41.56,N,ACTIVE
700000847,300000847,224701.77,CNY,NET30,LOW,68.19,N,ACTIVE
700000848,300000848,1004762.45,CNY,NET60,LOW,63.15,N,ACTIVE
700000849,300000849,5345803.84,CNY,NET60,LOW,53.43,N,ACTIVE
700000850,300000850,755777.19,CNY,NET60,MEDIUM,72.65,N,ACTIVE
700000851,300000851,1992054.71,CNY,NET60,LOW,93.48,N,ACTIVE
700000852,300000852,4508293.70,CNY,NET30,MEDIUM,54.51,N,ACTIVE
700000853,300000853,116831.46,CNY,NET30,LOW,43.37,N,ACTIVE
700000854,300000854,546269.85,CNY,NET30,LOW,56.74,N,ACTIVE
700000855,300000855,2349527.29,CNY,NET60,LOW,77.26,N,ACTIVE
700000856,300000856,908014.41,CNY,NET30,LOW,56.31,N,ACTIVE
700000857,300000857,4125723.80,CNY,NET30,MEDIUM,69.71,N,ACTIVE
700000858,300000858,58766.80,CNY,NET30,LOW,52.56,N,ACTIVE
700000859,300000859,993205.21,CNY,NET30,LOW,51.85,N,ACTIVE
700000860,300000860,16263556.42,CNY,PREPAID,LOW,57.34,N,ACTIVE
700000861,300000861,171424.91,CNY,NET30,HIGH,49.86,N,ACTIVE
700000862,300000862,112088.00,CNY,NET90,LOW,74.23,N,ACTIVE
700000863,300000863,825552.89,CNY,NET30,LOW,58.88,N,ACTIVE
700000864,300000864,57499.49,CNY,NET30,LOW,90.40,N,ACTIVE
700000865,300000865,340402.31,CNY,NET60,MEDIUM,89.79,N,ACTIVE
700000866,300000866,15385341.15,CNY,NET90,LOW,84.90,N,ACTIVE
700000867,300000867,7841997.35,CNY,NET90,LOW,77.50,N,ACTIVE
700000868,300000868,2673443.44,CNY,NET90,LOW,88.72,N,ACTIVE
700000869,300000869,521778.56,CNY,NET30,LOW,63.97,N,ACTIVE
700000870,300000870,4041132.48,CNY,NET30,MEDIUM,42.22,N,ACTIVE
700000871,300000871,4965735.78,CNY,NET60,LOW,56.39,N,ACTIVE
700000872,300000872,584353.23,CNY,NET60,LOW,85.75,N,ACTIVE
700000873,300000873,9584574.11,CNY,NET90,MEDIUM,43.52,N,ACTIVE
700000874,300000874,52985.36,CNY,NET60,LOW,52.06,N,ACTIVE
700000875,300000875,184871.67,CNY,NET30,LOW,70.24,N,ACTIVE
700000876,300000876,18230211.98,CNY,PREPAID,LOW,67.59,N,ACTIVE
700000877,300000877,972105.79,CNY,NET30,HIGH,15.43,N,ACTIVE
700000878,300000878,2972033.33,CNY,NET60,MEDIUM,45.22,N,ACTIVE
700000879,300000879,15421903.41,CNY,NET60,LOW,59.38,N,ACTIVE
700000880,300000880,17441494.81,CNY,NET60,LOW,47.61,N,ACTIVE
700000881,300000881,11345770.43,CNY,NET30,LOW,94.37,N,ACTIVE
700000882,300000882,17704698.33,CNY,NET30,LOW,46.19,N,ACTIVE
700000883,300000883,4224814.16,CNY,NET30,LOW,88.17,N,ACTIVE
700000884,300000884,1002179.07,CNY,NET60,LOW,88.25,N,ACTIVE
700000885,300000885,16824541.84,CNY,PREPAID,LOW,90.34,N,ACTIVE
700000886,300000886,241429.05,CNY,NET90,MEDIUM,81.86,N,ACTIVE
700000887,300000887,69729.01,CNY,NET30,MEDIUM,72.74,N,ACTIVE
700000888,300000888,1547708.07,CNY,PREPAID,HIGH,56.62,N,ACTIVE
700000889,300000889,1385555.62,CNY,NET30,LOW,85.32,N,ACTIVE
700000890,300000890,943436.57,CNY,NET30,HIGH,48.96,N,ACTIVE
700000891,300000891,311954.48,CNY,NET30,LOW,87.26,N,ACTIVE
700000892,300000892,3554514.30,CNY,NET30,LOW,59.61,N,ACTIVE
700000893,300000893,8266598.59,CNY,NET60,LOW,44.57,N,ACTIVE
700000894,300000894,450768.75,CNY,NET30,HIGH,16.11,N,ACTIVE
700000895,300000895,554154.47,CNY,NET30,MEDIUM,60.84,N,ACTIVE
700000896,300000896,84181.26,CNY,NET30,LOW,40.93,N,ACTIVE
700000897,300000897,17358278.23,CNY,NET60,LOW,88.94,N,ACTIVE
700000898,300000898,918970.95,CNY,NET30,MEDIUM,65.42,N,ACTIVE
700000899,300000899,101257.85,CNY,NET30,MEDIUM,63.89,N,ACTIVE
700000900,300000900,134041.10,CNY,NET30,HIGH,31.26,N,ACTIVE
700000901,300000901,61973.03,CNY,NET60,MEDIUM,53.67,N,ACTIVE
700000902,300000902,59149.48,CNY,PREPAID,LOW,47.46,N,ACTIVE
700000903,300000903,2412919.41,CNY,NET60,HIGH,49.92,N,ACTIVE
700000904,300000904,514309.91,CNY,NET30,LOW,77.34,N,ACTIVE
700000905,300000905,61481.51,CNY,NET30,LOW,89.13,N,ACTIVE
700000906,300000906,535758.74,CNY,NET30,LOW,63.22,N,ACTIVE
700000907,300000907,13545017.04,CNY,NET30,LOW,49.52,N,ACTIVE
700000908,300000908,170906.61,CNY,NET30,MEDIUM,92.79,N,ACTIVE
700000909,300000909,559605.70,CNY,NET60,LOW,85.62,N,ACTIVE
700000910,300000910,4449425.78,CNY,NET90,HIGH,21.63,N,ACTIVE
700000911,300000911,247597.79,CNY,NET30,LOW,66.55,N,ACTIVE
700000912,300000912,834760.74,CNY,NET30,HIGH,19.28,N,ACTIVE
700000913,300000913,755566.86,CNY,NET30,LOW,49.34,N,ACTIVE
700000914,300000914,64366.95,CNY,NET30,LOW,53.39,N,ACTIVE
700000915,300000915,120892.10,CNY,NET30,LOW,44.16,N,ACTIVE
700000916,300000916,5806903.69,CNY,NET90,LOW,93.81,N,ACTIVE
700000917,300000917,182495.29,CNY,NET60,LOW,60.67,N,ACTIVE
700000918,300000918,289557.41,CNY,NET30,LOW,42.04,N,ACTIVE
700000919,300000919,10690537.65,CNY,NET90,MEDIUM,43.23,N,ACTIVE
700000920,300000920,189993.49,CNY,NET30,LOW,82.27,N,ACTIVE
700000921,300000921,1672690.16,CNY,NET30,LOW,94.88,N,ACTIVE
700000922,300000922,3448745.73,CNY,NET60,HIGH,10.17,N,ACTIVE
700000923,300000923,781404.55,CNY,PREPAID,LOW,80.70,N,ACTIVE
700000924,300000924,962473.81,CNY,NET30,LOW,44.54,N,ACTIVE
700000925,300000925,459153.55,CNY,NET60,LOW,53.15,N,ACTIVE
700000926,300000926,186537.48,CNY,NET60,LOW,77.88,N,ACTIVE
700000927,300000927,14557602.22,CNY,NET30,HIGH,19.63,N,ACTIVE
700000928,300000928,10189273.53,CNY,PREPAID,LOW,40.98,N,ACTIVE
700000929,300000929,13516974.61,CNY,NET30,LOW,94.46,N,ACTIVE
700000930,300000930,4913877.62,CNY,NET30,HIGH,30.95,N,ACTIVE
700000931,300000931,592935.23,CNY,NET30,LOW,62.54,N,ACTIVE
700000932,300000932,18189815.85,CNY,PREPAID,LOW,88.61,N,ACTIVE
700000933,300000933,196033.15,CNY,NET90,LOW,46.91,N,ACTIVE
700000934,300000934,4142618.87,CNY,NET60,MEDIUM,40.95,N,ACTIVE
700000935,300000935,12506641.92,CNY,NET30,LOW,87.52,N,ACTIVE
700000936,300000936,62339.26,CNY,NET30,MEDIUM,79.94,N,ACTIVE
700000937,300000937,65755.19,CNY,PREPAID,LOW,64.57,N,ACTIVE
700000938,300000938,182693.92,CNY,NET60,LOW,81.67,N,ACTIVE
700000939,300000939,74847.27,CNY,NET30,LOW,46.57,N,ACTIVE
700000940,300000940,120497.25,CNY,NET30,MEDIUM,85.91,N,ACTIVE
700000941,300000941,104950.46,CNY,NET30,LOW,59.35,N,ACTIVE
700000942,300000942,5298846.52,CNY,NET60,LOW,84.05,N,ACTIVE
700000943,300000943,358099.96,CNY,NET30,MEDIUM,42.55,N,ACTIVE
700000944,300000944,172107.11,CNY,NET30,LOW,57.40,N,ACTIVE
700000945,300000945,856148.30,CNY,NET30,LOW,88.43,N,ACTIVE
700000946,300000946,845744.00,CNY,NET60,LOW,47.37,N,ACTIVE
700000947,300000947,165755.28,CNY,NET30,LOW,63.26,N,ACTIVE
700000948,300000948,8247695.46,CNY,NET60,LOW,66.77,N,ACTIVE
700000949,300000949,4574011.79,CNY,NET30,LOW,50.23,N,ACTIVE
700000950,300000950,486507.63,CNY,NET60,LOW,46.90,N,ACTIVE
700000951,300000951,817602.28,CNY,NET30,MEDIUM,66.08,N,ACTIVE
700000952,300000952,17758075.60,CNY,NET30,HIGH,39.33,N,ACTIVE
700000953,300000953,720999.06,CNY,NET30,LOW,66.96,N,ACTIVE
700000954,300000954,81099.55,CNY,NET30,LOW,87.11,N,ACTIVE
700000955,300000955,110009.32,CNY,NET30,HIGH,19.70,N,ACTIVE
700000956,300000956,3159724.96,CNY,NET90,LOW,92.68,N,ACTIVE
700000957,300000957,7400979.83,CNY,NET60,MEDIUM,71.49,N,ACTIVE
700000958,300000958,3995674.27,CNY,NET30,LOW,72.25,N,ACTIVE
700000959,300000959,165747.08,CNY,NET60,MEDIUM,89.73,N,ACTIVE
700000960,300000960,924694.56,CNY,NET30,LOW,84.29,N,ACTIVE
700000961,300000961,879841.51,CNY,NET90,LOW,61.68,N,ACTIVE
700000962,300000962,140171.52,CNY,NET30,LOW,47.36,N,ACTIVE
700000963,300000963,137893.53,CNY,NET60,LOW,49.94,N,ACTIVE
700000964,300000964,1481862.11,CNY,NET30,LOW,84.48,N,ACTIVE
700000965,300000965,1401470.05,CNY,NET30,LOW,75.19,N,ACTIVE
700000966,300000966,702626.04,CNY,NET30,HIGH,43.77,N,ACTIVE
700000967,300000967,483432.12,CNY,NET90,MEDIUM,59.69,N,ACTIVE
700000968,300000968,759576.59,CNY,NET90,LOW,79.08,N,ACTIVE
700000969,300000969,77535.04,CNY,NET90,LOW,59.27,N,ACTIVE
700000970,300000970,340002.49,CNY,NET30,LOW,40.63,N,ACTIVE
700000971,300000971,691618.59,CNY,NET30,LOW,42.74,N,ACTIVE
700000972,300000972,148861.38,CNY,NET30,LOW,57.62,N,ACTIVE
700000973,300000973,860929.89,CNY,NET30,MEDIUM,76.25,N,ACTIVE
700000974,300000974,11896500.42,CNY,NET30,LOW,65.52,N,ACTIVE
700000975,300000975,5296592.30,CNY,NET30,MEDIUM,44.76,N,ACTIVE
700000976,300000976,16941958.54,CNY,NET30,LOW,67.55,N,ACTIVE
700000977,300000977,1252877.11,CNY,NET60,LOW,40.66,N,ACTIVE
700000978,300000978,150794.24,CNY,NET60,LOW,42.75,N,ACTIVE
700000979,300000979,3717746.37,CNY,PREPAID,LOW,61.32,N,ACTIVE
700000980,300000980,147471.81,CNY,NET30,LOW,86.07,N,ACTIVE
700000981,300000981,12065048.04,CNY,NET30,LOW,83.53,N,ACTIVE
700000982,300000982,2548843.31,CNY,NET30,LOW,81.33,N,ACTIVE
700000983,300000983,538069.96,CNY,NET90,LOW,78.51,N,ACTIVE
700000984,300000984,17589581.08,CNY,NET30,LOW,44.41,N,ACTIVE
700000985,300000985,1120828.10,CNY,NET60,LOW,79.49,N,ACTIVE
700000986,300000986,172928.90,CNY,PREPAID,LOW,64.16,N,ACTIVE
700000987,300000987,10795469.43,CNY,NET60,LOW,60.73,N,ACTIVE
700000988,300000988,19659898.04,CNY,NET90,LOW,62.67,N,ACTIVE
700000989,300000989,3642053.48,CNY,NET90,LOW,41.06,N,ACTIVE
700000990,300000990,133620.40,CNY,NET30,LOW,69.17,N,ACTIVE
700000991,300000991,1714570.82,CNY,NET30,HIGH,46.79,N,ACTIVE
700000992,300000992,3596100.80,CNY,NET60,LOW,64.69,N,ACTIVE
700000993,300000993,17406035.74,CNY,NET90,LOW,54.96,N,ACTIVE
700000994,300000994,9255557.13,CNY,NET90,LOW,44.05,N,ACTIVE
700000995,300000995,7837156.98,CNY,NET30,MEDIUM,58.96,N,ACTIVE
700000996,300000996,403845.56,CNY,NET30,LOW,49.50,N,ACTIVE
700000997,300000997,189491.94,CNY,PREPAID,LOW,48.07,N,ACTIVE
700000998,300000998,3365746.90,CNY,NET30,MEDIUM,69.71,N,ACTIVE
700000999,300000999,14335778.83,CNY,PREPAID,LOW,54.36,N,ACTIVE
700001000,300001000,7294027.96,CNY,NET30,LOW,82.05,N,ACTIVE
