payment_schedule_id,customer_trx_id,due_date,amount_due_original,amount_due_remaining,amount_applied,overdue_days,aging_bucket,status
1500002343,1200002343,2025-02-13 18:59:00,16508.07,6634.61,9873.46,410,GT_90,OPEN
1500002344,1200002344,2025-02-10 18:59:00,103968.10,0.00,103968.10,413,GT_90,CLOSED
1500002345,1200002345,2025-02-16 18:59:00,65415.49,37113.49,28302.00,407,GT_90,OPEN
1500002346,1200002346,2024-09-25 12:06:00,120171.82,20450.24,99721.58,551,GT_90,OPEN
1500002347,1200002347,2024-09-30 12:06:00,9045.80,0.00,9045.80,546,GT_90,CLOSED
1500002348,1200002348,2024-10-03 12:06:00,6892.28,6006.15,886.13,543,GT_90,OPEN
1500002349,1200002349,2025-10-03 18:02:00,32647.69,0.00,32647.69,178,GT_90,CLOSED
1500002350,1200002350,2024-11-13 09:31:00,116403.15,87285.00,29118.15,502,GT_90,OPEN
1500002351,1200002351,2025-03-30 22:13:00,198155.93,118118.71,80037.22,365,GT_90,OPEN
1500002352,1200002352,2025-02-24 00:43:00,13049.78,0.00,13049.78,399,GT_90,CLOSED
1500002353,1200002353,2025-03-09 00:43:00,25671.79,18654.73,7017.06,386,GT_90,OPEN
1500002354,1200002354,2025-05-13 13:03:00,3109.61,2278.18,831.43,321,GT_90,OPEN
1500002355,1200002355,2024-08-23 05:28:00,153809.59,82813.04,70996.55,584,GT_90,OPEN
1500002356,1200002356,2024-08-19 05:28:00,42253.38,0.00,42253.38,588,GT_90,CLOSED
1500002357,1200002357,2024-08-22 05:28:00,146783.28,0.00,146783.28,585,GT_90,CLOSED
1500002358,1200002358,2024-08-25 05:28:00,101482.75,84512.49,16970.26,582,GT_90,OPEN
1500002359,1200002359,2024-07-29 08:46:00,149590.47,0.00,149590.47,609,GT_90,CLOSED
1500002360,1200002360,2024-08-01 08:46:00,5498.68,3793.02,1705.66,606,GT_90,OPEN
1500002361,1200002361,2025-02-14 18:50:00,35050.02,19240.62,15809.40,409,GT_90,OPEN
1500002362,1200002362,2025-02-12 18:50:00,28316.30,4869.45,23446.85,411,GT_90,OPEN
1500002363,1200002363,2026-03-25 20:12:00,13474.12,0.00,13474.12,5,1_30,CLOSED
1500002364,1200002364,2025-12-13 02:52:00,80819.25,0.00,80819.25,107,GT_90,CLOSED
1500002365,1200002365,2025-12-02 02:52:00,25432.25,8257.64,17174.61,118,GT_90,OPEN
1500002366,1200002366,2026-03-13 07:10:00,3192.57,1251.69,1940.88,17,1_30,OPEN
1500002367,1200002367,2025-12-22 19:56:00,59560.76,8981.49,50579.27,98,GT_90,OPEN
1500002368,1200002368,2025-12-17 19:56:00,15528.82,0.00,15528.82,103,GT_90,CLOSED
1500002369,1200002369,2024-11-25 09:35:00,83677.70,66765.60,16912.10,490,GT_90,OPEN
1500002370,1200002370,2024-11-30 09:35:00,43014.86,38946.24,4068.62,485,GT_90,OPEN
1500002371,1200002371,2024-06-24 19:07:00,11154.43,2477.31,8677.12,644,GT_90,OPEN
1500002372,1200002372,2024-06-19 19:07:00,19986.85,0.00,19986.85,649,GT_90,CLOSED
1500002373,1200002373,2024-12-24 15:25:00,5505.03,4249.31,1255.72,461,GT_90,OPEN
1500002374,1200002374,2024-12-31 15:25:00,35398.44,17142.53,18255.91,454,GT_90,OPEN
1500002375,1200002375,2026-01-16 18:56:00,13961.61,0.00,13961.61,73,61_90,CLOSED
1500002376,1200002376,2026-01-14 18:56:00,55716.65,0.00,55716.65,75,61_90,CLOSED
1500002377,1200002377,2025-03-06 02:55:00,39128.74,0.00,39128.74,389,GT_90,CLOSED
1500002378,1200002378,2025-02-26 02:55:00,46986.39,0.00,46986.39,397,GT_90,CLOSED
1500002379,1200002379,2025-03-05 02:55:00,16341.51,3424.04,12917.47,390,GT_90,OPEN
1500002380,1200002380,2024-12-04 21:25:00,65745.67,11266.67,54479.00,481,GT_90,OPEN
1500002381,1200002381,2024-12-15 21:25:00,113011.89,37197.67,75814.22,470,GT_90,OPEN
1500002382,1200002382,2025-02-16 13:44:00,14601.26,13876.76,724.50,407,GT_90,OPEN
1500002383,1200002383,2025-02-23 13:44:00,32581.17,16937.28,15643.89,400,GT_90,OPEN
1500002384,1200002384,2025-02-23 13:44:00,14643.95,2296.15,12347.80,400,GT_90,OPEN
1500002385,1200002385,2025-02-12 13:44:00,120738.65,63051.82,57686.83,411,GT_90,OPEN
1500002386,1200002386,2026-03-06 15:30:00,844.34,506.76,337.58,24,1_30,OPEN
1500002387,1200002387,2025-04-23 03:32:00,34687.47,0.00,34687.47,341,GT_90,CLOSED
1500002388,1200002388,2025-12-30 20:48:00,8699.25,7719.43,979.82,90,61_90,OPEN
1500002389,1200002389,2024-08-20 02:55:00,213444.63,0.00,213444.63,587,GT_90,CLOSED
1500002390,1200002390,2024-08-07 02:55:00,69255.50,67013.06,2242.44,600,GT_90,OPEN
1500002391,1200002391,2024-08-12 02:55:00,185803.00,71879.81,113923.19,595,GT_90,OPEN
1500002392,1200002392,2024-08-10 02:55:00,161804.11,29122.46,132681.65,597,GT_90,OPEN
1500002393,1200002393,2024-08-25 23:52:00,14580.19,0.00,14580.19,582,GT_90,CLOSED
1500002394,1200002394,2024-09-11 04:14:00,1469.03,1057.85,411.18,565,GT_90,OPEN
1500002395,1200002395,2024-09-19 04:14:00,43731.68,0.00,43731.68,557,GT_90,CLOSED
1500002396,1200002396,2024-09-16 04:14:00,28694.18,27918.47,775.71,560,GT_90,OPEN
1500002397,1200002397,2025-08-14 13:24:00,20406.18,18134.23,2271.95,228,GT_90,OPEN
1500002398,1200002398,2024-08-11 05:50:00,82900.94,70717.23,12183.71,596,GT_90,OPEN
1500002399,1200002399,2025-02-09 22:12:00,12986.57,12334.98,651.59,414,GT_90,OPEN
1500002400,1200002400,2025-02-08 22:12:00,33772.64,21982.03,11790.61,415,GT_90,OPEN
1500002401,1200002401,2025-02-15 22:12:00,68656.23,8440.48,60215.75,408,GT_90,OPEN
1500002402,1200002402,2025-02-19 22:12:00,48046.39,41208.08,6838.31,404,GT_90,OPEN
1500002403,1200002403,2025-04-18 03:27:00,57142.74,56116.86,1025.88,346,GT_90,OPEN
1500002404,1200002404,2025-05-02 03:27:00,105633.13,0.00,105633.13,332,GT_90,CLOSED
1500002405,1200002405,2025-09-30 20:59:00,55975.51,53059.37,2916.14,181,GT_90,OPEN
1500002406,1200002406,2024-06-12 15:00:00,18020.38,16398.46,1621.92,656,GT_90,OPEN
1500002407,1200002407,2026-01-15 18:54:00,106783.37,0.00,106783.37,74,61_90,CLOSED
1500002408,1200002408,2026-01-11 18:54:00,13510.80,0.00,13510.80,78,61_90,CLOSED
1500002409,1200002409,2026-01-10 18:54:00,123654.25,0.00,123654.25,79,61_90,CLOSED
1500002410,1200002410,2025-06-12 15:29:00,19404.38,4171.47,15232.91,291,GT_90,OPEN
1500002411,1200002411,2025-06-10 15:29:00,134052.49,0.00,134052.49,293,GT_90,CLOSED
1500002412,1200002412,2026-03-15 05:20:00,8557.20,5572.61,2984.59,15,1_30,OPEN
1500002413,1200002413,2026-03-11 05:20:00,132839.98,128430.94,4409.04,19,1_30,OPEN
1500002414,1200002414,2026-04-03 07:14:00,18872.93,0.00,18872.93,0,CURRENT,CLOSED
1500002415,1200002415,2026-04-04 07:14:00,83236.95,38193.64,45043.31,0,CURRENT,OPEN
1500002416,1200002416,2026-03-27 07:14:00,21587.24,20397.06,1190.18,3,1_30,OPEN
1500002417,1200002417,2024-05-27 19:37:00,148683.56,92337.55,56346.01,672,GT_90,OPEN
1500002418,1200002418,2024-07-23 16:50:00,61913.57,52748.38,9165.19,615,GT_90,OPEN
1500002419,1200002419,2024-07-30 16:50:00,139522.92,129204.21,10318.71,608,GT_90,OPEN
1500002420,1200002420,2024-07-31 09:53:00,23773.82,2633.27,21140.55,607,GT_90,OPEN
1500002421,1200002421,2025-05-22 18:53:00,28769.04,0.00,28769.04,312,GT_90,CLOSED
1500002422,1200002422,2025-05-16 18:53:00,109932.28,83775.74,26156.54,318,GT_90,OPEN
1500002423,1200002423,2024-05-29 10:34:00,155658.19,0.00,155658.19,670,GT_90,CLOSED
1500002424,1200002424,2025-07-30 10:36:00,38409.40,33775.53,4633.87,243,GT_90,OPEN
1500002425,1200002425,2026-02-20 08:20:00,52042.74,0.00,52042.74,38,31_60,CLOSED
1500002426,1200002426,2026-03-21 21:44:00,40740.23,12204.55,28535.68,9,1_30,OPEN
1500002427,1200002427,2026-03-11 21:44:00,50338.95,0.00,50338.95,19,1_30,CLOSED
1500002428,1200002428,2026-03-14 21:44:00,101203.47,28406.47,72797.00,16,1_30,OPEN
1500002429,1200002429,2025-12-10 20:20:00,182469.71,0.00,182469.71,110,GT_90,CLOSED
1500002430,1200002430,2024-05-18 12:38:00,52026.45,24986.05,27040.40,681,GT_90,OPEN
1500002431,1200002431,2024-05-16 12:38:00,8935.29,0.00,8935.29,683,GT_90,CLOSED
1500002432,1200002432,2026-04-11 10:53:00,32451.43,7393.38,25058.05,0,CURRENT,OPEN
1500002433,1200002433,2025-03-11 04:58:00,52679.84,35786.97,16892.87,384,GT_90,OPEN
1500002434,1200002434,2025-03-08 04:58:00,60710.36,53610.21,7100.15,387,GT_90,OPEN
1500002435,1200002435,2024-05-27 08:06:00,15921.90,9126.88,6795.02,672,GT_90,OPEN
1500002436,1200002436,2024-09-19 05:14:00,39852.06,20701.36,19150.70,557,GT_90,OPEN
1500002437,1200002437,2024-09-21 05:14:00,45135.59,20375.18,24760.41,555,GT_90,OPEN
1500002438,1200002438,2025-07-27 04:07:00,24221.11,0.00,24221.11,246,GT_90,CLOSED
1500002439,1200002439,2025-10-18 14:23:00,83658.15,27102.42,56555.73,163,GT_90,OPEN
1500002440,1200002440,2025-10-28 14:23:00,11477.09,5536.20,5940.89,153,GT_90,OPEN
1500002441,1200002441,2024-11-13 14:10:00,111905.17,106099.20,5805.97,502,GT_90,OPEN
1500002442,1200002442,2024-11-07 14:10:00,130509.43,0.00,130509.43,508,GT_90,CLOSED
1500002443,1200002443,2024-11-14 14:10:00,53699.14,9782.24,43916.90,501,GT_90,OPEN
1500002444,1200002444,2024-06-23 12:12:00,35690.74,0.00,35690.74,645,GT_90,CLOSED
1500002445,1200002445,2024-06-24 12:12:00,107737.23,53854.90,53882.33,644,GT_90,OPEN
1500002446,1200002446,2025-01-19 16:00:00,5888.74,0.00,5888.74,435,GT_90,CLOSED
1500002447,1200002447,2025-01-16 16:00:00,16969.50,0.00,16969.50,438,GT_90,CLOSED
1500002448,1200002448,2024-09-20 09:08:00,2886.79,0.00,2886.79,556,GT_90,CLOSED
1500002449,1200002449,2025-12-03 21:46:00,10215.26,0.00,10215.26,117,GT_90,CLOSED
1500002450,1200002450,2025-12-11 21:46:00,15917.36,0.00,15917.36,109,GT_90,CLOSED
1500002451,1200002451,2025-02-11 04:18:00,62335.35,40791.74,21543.61,412,GT_90,OPEN
1500002452,1200002452,2025-02-09 04:18:00,97361.05,52639.62,44721.43,414,GT_90,OPEN
1500002453,1200002453,2025-10-18 00:05:00,31531.26,0.00,31531.26,163,GT_90,CLOSED
1500002454,1200002454,2025-11-05 00:05:00,43600.21,41642.08,1958.13,145,GT_90,OPEN
1500002455,1200002455,2024-11-01 10:46:00,16935.58,15936.22,999.36,514,GT_90,OPEN
1500002456,1200002456,2024-10-14 10:46:00,107608.28,62635.96,44972.32,532,GT_90,OPEN
1500002457,1200002457,2024-10-22 10:46:00,28879.59,0.00,28879.59,524,GT_90,CLOSED
1500002458,1200002458,2024-10-25 10:46:00,2288.06,253.61,2034.45,521,GT_90,OPEN
1500002459,1200002459,2024-07-01 04:07:00,44173.59,18022.65,26150.94,637,GT_90,OPEN
1500002460,1200002460,2024-07-11 04:07:00,26354.63,24822.77,1531.86,627,GT_90,OPEN
1500002461,1200002461,2025-01-26 08:47:00,73972.23,0.00,73972.23,428,GT_90,CLOSED
1500002462,1200002462,2025-01-16 02:47:00,7272.83,6165.71,1107.12,438,GT_90,OPEN
1500002463,1200002463,2025-01-20 02:47:00,36683.18,5270.13,31413.05,434,GT_90,OPEN
1500002464,1200002464,2026-02-08 12:13:00,41539.04,7197.65,34341.39,50,31_60,OPEN
1500002465,1200002465,2025-01-05 02:33:00,140079.84,0.00,140079.84,449,GT_90,CLOSED
1500002466,1200002466,2025-03-05 09:15:00,113519.80,60788.36,52731.44,390,GT_90,OPEN
1500002467,1200002467,2025-03-15 09:15:00,33819.36,24218.59,9600.77,380,GT_90,OPEN
1500002468,1200002468,2025-02-26 09:15:00,78810.55,0.00,78810.55,397,GT_90,CLOSED
1500002469,1200002469,2025-03-13 09:15:00,29558.38,0.00,29558.38,382,GT_90,CLOSED
1500002470,1200002470,2025-02-14 19:59:00,136061.39,124645.42,11415.97,409,GT_90,OPEN
1500002471,1200002471,2025-02-15 19:59:00,49595.84,0.00,49595.84,408,GT_90,CLOSED
1500002472,1200002472,2025-02-14 19:59:00,3127.65,2658.40,469.25,409,GT_90,OPEN
1500002473,1200002473,2025-09-27 22:48:00,63642.87,0.00,63642.87,184,GT_90,CLOSED
1500002474,1200002474,2025-06-29 23:20:00,9484.37,0.00,9484.37,274,GT_90,CLOSED
1500002475,1200002475,2025-06-12 13:09:00,16408.59,8937.28,7471.31,291,GT_90,OPEN
1500002476,1200002476,2024-08-19 00:27:00,174415.18,0.00,174415.18,588,GT_90,CLOSED
1500002477,1200002477,2024-08-13 00:27:00,28289.41,25788.30,2501.11,594,GT_90,OPEN
1500002478,1200002478,2025-05-17 11:08:00,10348.16,0.00,10348.16,317,GT_90,CLOSED
1500002479,1200002479,2025-05-07 11:08:00,37667.30,0.00,37667.30,327,GT_90,CLOSED
1500002480,1200002480,2024-12-20 13:37:00,29866.09,0.00,29866.09,465,GT_90,CLOSED
1500002481,1200002481,2025-05-22 02:11:00,2771.43,0.00,2771.43,312,GT_90,CLOSED
1500002482,1200002482,2025-05-18 02:11:00,77631.92,0.00,77631.92,316,GT_90,CLOSED
1500002483,1200002483,2025-05-19 02:11:00,27304.73,16143.19,11161.54,315,GT_90,OPEN
1500002484,1200002484,2024-07-15 17:47:00,17009.79,0.00,17009.79,623,GT_90,CLOSED
1500002485,1200002485,2024-12-04 23:17:00,58401.02,58140.97,260.05,481,GT_90,OPEN
1500002486,1200002486,2026-04-22 19:01:00,31860.91,0.00,31860.91,0,CURRENT,CLOSED
1500002487,1200002487,2026-04-19 19:01:00,189460.07,129814.33,59645.74,0,CURRENT,OPEN
1500002488,1200002488,2026-04-24 19:01:00,76552.57,0.00,76552.57,0,CURRENT,CLOSED
1500002489,1200002489,2025-11-02 23:49:00,96931.66,0.00,96931.66,148,GT_90,CLOSED
1500002490,1200002490,2024-06-26 05:39:00,6204.52,2798.44,3406.08,642,GT_90,OPEN
1500002491,1200002491,2025-09-20 20:41:00,74670.49,0.00,74670.49,191,GT_90,CLOSED
1500002492,1200002492,2024-09-11 11:45:00,38190.97,18269.32,19921.65,565,GT_90,OPEN
1500002493,1200002493,2024-07-12 05:23:00,43470.66,0.00,43470.66,626,GT_90,CLOSED
1500002494,1200002494,2024-09-29 23:59:00,17659.29,5974.76,11684.53,547,GT_90,OPEN
1500002495,1200002495,2024-10-04 23:59:00,63854.77,18559.80,45294.97,542,GT_90,OPEN
1500002496,1200002496,2025-10-01 00:07:00,13144.93,3158.01,9986.92,180,GT_90,OPEN
1500002497,1200002497,2025-07-25 07:51:00,12497.22,0.00,12497.22,248,GT_90,CLOSED
1500002498,1200002498,2025-07-21 07:51:00,15620.96,0.00,15620.96,252,GT_90,CLOSED
1500002499,1200002499,2025-11-18 09:31:00,30994.15,0.00,30994.15,132,GT_90,CLOSED
1500002500,1200002500,2025-01-03 08:03:00,33298.57,25674.32,7624.25,451,GT_90,OPEN
1500002501,1200002501,2024-12-22 08:03:00,12386.98,2171.72,10215.26,463,GT_90,OPEN
1500002502,1200002502,2025-04-12 22:32:00,154916.05,118480.93,36435.12,352,GT_90,OPEN
1500002503,1200002503,2025-04-18 22:32:00,136653.80,133361.18,3292.62,346,GT_90,OPEN
1500002504,1200002504,2025-01-26 13:43:00,15687.97,0.00,15687.97,428,GT_90,CLOSED
1500002505,1200002505,2025-03-14 07:24:00,43899.14,0.00,43899.14,381,GT_90,CLOSED
1500002506,1200002506,2025-03-16 07:24:00,55476.50,0.00,55476.50,379,GT_90,CLOSED
1500002507,1200002507,2025-11-15 05:01:00,23000.42,0.00,23000.42,135,GT_90,CLOSED
1500002508,1200002508,2024-08-15 02:55:00,101251.41,0.00,101251.41,592,GT_90,CLOSED
1500002509,1200002509,2024-08-09 02:55:00,174120.67,67195.10,106925.57,598,GT_90,OPEN
1500002510,1200002510,2025-12-29 15:43:00,55139.71,0.00,55139.71,91,GT_90,CLOSED
1500002511,1200002511,2025-12-29 15:43:00,63246.15,0.00,63246.15,91,GT_90,CLOSED
1500002512,1200002512,2026-01-07 15:43:00,85171.51,66782.01,18389.50,82,61_90,OPEN
1500002513,1200002513,2025-04-21 14:43:00,9782.18,0.00,9782.18,343,GT_90,CLOSED
1500002514,1200002514,2026-04-09 20:20:00,95759.95,17695.39,78064.56,0,CURRENT,OPEN
1500002515,1200002515,2026-04-07 20:20:00,114175.91,0.00,114175.91,0,CURRENT,CLOSED
1500002516,1200002516,2025-10-05 05:30:00,8366.97,0.00,8366.97,176,GT_90,CLOSED
1500002517,1200002517,2025-09-28 05:30:00,58915.09,0.00,58915.09,183,GT_90,CLOSED
1500002518,1200002518,2025-10-10 05:30:00,60654.25,0.00,60654.25,171,GT_90,CLOSED
1500002519,1200002519,2026-06-17 04:00:00,64002.93,43990.99,20011.94,0,CURRENT,OPEN
1500002520,1200002520,2024-12-10 16:02:00,16954.62,16473.51,481.11,475,GT_90,OPEN
1500002521,1200002521,2024-11-21 16:02:00,58052.02,0.00,58052.02,494,GT_90,CLOSED
1500002522,1200002522,2025-04-19 08:37:00,172215.16,120681.45,51533.71,345,GT_90,OPEN
1500002523,1200002523,2026-02-03 21:06:00,145224.57,137234.79,7989.78,55,31_60,OPEN
1500002524,1200002524,2024-09-07 08:10:00,84245.75,0.00,84245.75,569,GT_90,CLOSED
1500002525,1200002525,2024-09-03 08:10:00,60188.06,0.00,60188.06,573,GT_90,CLOSED
1500002526,1200002526,2024-09-04 08:10:00,15692.59,14570.77,1121.82,572,GT_90,OPEN
1500002527,1200002527,2024-09-08 08:10:00,8353.46,6016.64,2336.82,568,GT_90,OPEN
1500002528,1200002528,2025-09-13 04:14:00,49903.57,0.00,49903.57,198,GT_90,CLOSED
1500002529,1200002529,2024-12-01 11:21:00,9566.63,0.00,9566.63,484,GT_90,CLOSED
1500002530,1200002530,2024-11-29 11:21:00,21203.96,20232.16,971.80,486,GT_90,OPEN
1500002531,1200002531,2025-07-21 17:22:00,55597.24,0.00,55597.24,252,GT_90,CLOSED
1500002532,1200002532,2025-07-17 17:22:00,56448.21,26393.67,30054.54,256,GT_90,OPEN
1500002533,1200002533,2025-07-27 17:22:00,51930.80,0.00,51930.80,246,GT_90,CLOSED
1500002534,1200002534,2025-07-16 17:22:00,152770.02,0.00,152770.02,257,GT_90,CLOSED
1500002535,1200002535,2026-01-30 10:59:00,5174.86,0.00,5174.86,59,31_60,CLOSED
1500002536,1200002536,2026-02-02 10:59:00,44096.74,0.00,44096.74,56,31_60,CLOSED
1500002537,1200002537,2025-12-13 04:57:00,19491.38,0.00,19491.38,107,GT_90,CLOSED
1500002538,1200002538,2024-11-01 06:17:00,26794.64,26067.03,727.61,514,GT_90,OPEN
1500002539,1200002539,2025-03-24 18:04:00,85708.96,52746.38,32962.58,371,GT_90,OPEN
1500002540,1200002540,2025-03-23 18:04:00,3093.31,1507.48,1585.83,372,GT_90,OPEN
1500002541,1200002541,2025-03-14 18:04:00,80896.60,0.00,80896.60,381,GT_90,CLOSED
1500002542,1200002542,2024-12-06 08:57:00,2400.83,333.87,2066.96,479,GT_90,OPEN
1500002543,1200002543,2024-12-17 08:57:00,25616.72,24160.38,1456.34,468,GT_90,OPEN
1500002544,1200002544,2024-12-19 08:57:00,24393.74,6568.60,17825.14,466,GT_90,OPEN
1500002545,1200002545,2024-12-17 08:57:00,151067.75,91174.12,59893.63,468,GT_90,OPEN
1500002546,1200002546,2024-09-20 22:06:00,2114.24,0.00,2114.24,556,GT_90,CLOSED
1500002547,1200002547,2024-09-21 22:06:00,129079.43,126588.87,2490.56,555,GT_90,OPEN
1500002548,1200002548,2024-11-01 03:11:00,64353.36,49132.81,15220.55,514,GT_90,OPEN
1500002549,1200002549,2024-11-03 03:11:00,2985.32,1856.96,1128.36,512,GT_90,OPEN
1500002550,1200002550,2025-07-14 20:02:00,42250.88,0.00,42250.88,259,GT_90,CLOSED
1500002551,1200002551,2025-07-21 20:02:00,54001.62,5755.09,48246.53,252,GT_90,OPEN
1500002552,1200002552,2025-04-04 15:13:00,73102.17,10643.62,62458.55,360,GT_90,OPEN
1500002553,1200002553,2025-04-02 15:13:00,33606.82,3631.69,29975.13,362,GT_90,OPEN
1500002554,1200002554,2025-04-13 15:13:00,37379.61,33971.77,3407.84,351,GT_90,OPEN
1500002555,1200002555,2026-02-01 09:58:00,153768.59,0.00,153768.59,57,31_60,CLOSED
1500002556,1200002556,2026-02-18 09:58:00,19756.49,0.00,19756.49,40,31_60,CLOSED
1500002557,1200002557,2026-02-09 09:58:00,3651.11,0.00,3651.11,49,31_60,CLOSED
1500002558,1200002558,2025-05-10 05:02:00,111516.83,62799.67,48717.16,324,GT_90,OPEN
1500002559,1200002559,2026-04-26 10:03:00,137777.40,132971.45,4805.95,0,CURRENT,OPEN
1500002560,1200002560,2026-05-10 10:03:00,26672.21,12533.86,14138.35,0,CURRENT,OPEN
1500002561,1200002561,2025-01-26 04:36:00,45134.45,27917.07,17217.38,428,GT_90,OPEN
1500002562,1200002562,2024-09-18 04:01:00,78548.09,0.00,78548.09,558,GT_90,CLOSED
1500002563,1200002563,2025-05-10 03:54:00,124898.99,0.00,124898.99,324,GT_90,CLOSED
1500002564,1200002564,2024-09-23 09:12:00,133616.68,57238.40,76378.28,553,GT_90,OPEN
1500002565,1200002565,2024-09-22 09:12:00,77053.32,0.00,77053.32,554,GT_90,CLOSED
1500002566,1200002566,2025-12-06 02:46:00,63300.00,0.00,63300.00,114,GT_90,CLOSED
1500002567,1200002567,2025-12-07 02:46:00,111445.31,0.00,111445.31,113,GT_90,CLOSED
1500002568,1200002568,2025-10-11 08:49:00,5200.69,758.62,4442.07,170,GT_90,OPEN
1500002569,1200002569,2026-01-27 19:46:00,32502.04,0.00,32502.04,62,61_90,CLOSED
1500002570,1200002570,2024-07-25 00:56:00,27829.98,0.00,27829.98,613,GT_90,CLOSED
1500002571,1200002571,2024-08-05 00:56:00,2272.35,0.00,2272.35,602,GT_90,CLOSED
1500002572,1200002572,2024-11-09 04:09:00,87771.41,26133.59,61637.82,506,GT_90,OPEN
1500002573,1200002573,2024-11-06 04:09:00,17055.50,0.00,17055.50,509,GT_90,CLOSED
1500002574,1200002574,2024-11-02 15:10:00,30522.79,10463.07,20059.72,513,GT_90,OPEN
1500002575,1200002575,2025-02-15 07:59:00,69003.95,29573.44,39430.51,408,GT_90,OPEN
1500002576,1200002576,2024-12-11 15:53:00,61750.51,0.00,61750.51,474,GT_90,CLOSED
1500002577,1200002577,2024-12-15 15:53:00,139985.32,0.00,139985.32,470,GT_90,CLOSED
1500002578,1200002578,2026-05-07 09:35:00,12075.97,8343.47,3732.50,0,CURRENT,OPEN
1500002579,1200002579,2024-10-08 19:55:00,2617.89,841.04,1776.85,538,GT_90,OPEN
1500002580,1200002580,2025-02-01 22:04:00,66057.71,0.00,66057.71,422,GT_90,CLOSED
1500002581,1200002581,2025-07-09 07:38:00,40298.12,22974.46,17323.66,264,GT_90,OPEN
1500002582,1200002582,2025-07-05 07:38:00,85143.09,80746.58,4396.51,268,GT_90,OPEN
1500002583,1200002583,2026-04-13 07:34:00,124356.14,18707.35,105648.79,0,CURRENT,OPEN
1500002584,1200002584,2026-04-07 07:34:00,24477.72,0.00,24477.72,0,CURRENT,CLOSED
1500002585,1200002585,2024-11-10 09:57:00,44332.85,30006.66,14326.19,505,GT_90,OPEN
1500002586,1200002586,2024-11-15 09:57:00,18142.35,0.00,18142.35,500,GT_90,CLOSED
1500002587,1200002587,2024-11-29 09:57:00,71026.78,69403.11,1623.67,486,GT_90,OPEN
1500002588,1200002588,2025-01-15 23:31:00,8204.09,5858.79,2345.30,439,GT_90,OPEN
1500002589,1200002589,2025-01-28 23:31:00,43117.23,22265.42,20851.81,426,GT_90,OPEN
1500002590,1200002590,2025-01-16 23:31:00,88343.58,10019.17,78324.41,438,GT_90,OPEN
1500002591,1200002591,2026-02-27 14:28:00,59263.86,26114.58,33149.28,31,31_60,OPEN
1500002592,1200002592,2026-02-22 14:28:00,126991.55,35987.16,91004.39,36,31_60,OPEN
1500002593,1200002593,2024-09-10 13:30:00,150214.93,0.00,150214.93,566,GT_90,CLOSED
1500002594,1200002594,2024-09-07 13:30:00,10469.79,0.00,10469.79,569,GT_90,CLOSED
1500002595,1200002595,2025-10-03 15:05:00,83538.84,0.00,83538.84,178,GT_90,CLOSED
1500002596,1200002596,2025-10-16 15:05:00,7904.38,1968.55,5935.83,165,GT_90,OPEN
1500002597,1200002597,2025-02-26 05:34:00,16327.37,10957.95,5369.42,397,GT_90,OPEN
1500002598,1200002598,2024-06-15 10:43:00,77879.68,76671.72,1207.96,653,GT_90,OPEN
1500002599,1200002599,2025-07-29 05:04:00,5628.89,4539.11,1089.78,244,GT_90,OPEN
1500002600,1200002600,2025-07-16 05:04:00,11642.19,0.00,11642.19,257,GT_90,CLOSED
1500002601,1200002601,2025-10-08 13:14:00,105751.26,85730.79,20020.47,173,GT_90,OPEN
1500002602,1200002602,2025-10-05 13:14:00,18199.76,0.00,18199.76,176,GT_90,CLOSED
1500002603,1200002603,2024-11-03 19:29:00,4174.98,1545.97,2629.01,512,GT_90,OPEN
1500002604,1200002604,2024-11-01 19:29:00,5214.63,1942.75,3271.88,514,GT_90,OPEN
1500002605,1200002605,2025-06-05 16:06:00,6912.56,0.00,6912.56,298,GT_90,CLOSED
1500002606,1200002606,2025-03-03 00:12:00,47861.15,0.00,47861.15,392,GT_90,CLOSED
1500002607,1200002607,2025-01-07 01:54:00,136221.03,0.00,136221.03,447,GT_90,CLOSED
1500002608,1200002608,2024-12-25 19:59:00,166894.20,0.00,166894.20,460,GT_90,CLOSED
1500002609,1200002609,2024-12-25 19:59:00,114530.88,46050.76,68480.12,460,GT_90,OPEN
1500002610,1200002610,2024-12-29 19:59:00,24695.96,16194.79,8501.17,456,GT_90,OPEN
1500002611,1200002611,2024-12-13 19:59:00,51045.89,0.00,51045.89,472,GT_90,CLOSED
1500002612,1200002612,2024-12-20 19:59:00,40632.83,33637.00,6995.83,465,GT_90,OPEN
1500002613,1200002613,2024-09-22 05:21:00,180662.65,0.00,180662.65,554,GT_90,CLOSED
1500002614,1200002614,2025-09-17 02:12:00,22576.62,5812.67,16763.95,194,GT_90,OPEN
1500002615,1200002615,2025-09-21 02:12:00,3959.92,0.00,3959.92,190,GT_90,CLOSED
1500002616,1200002616,2024-07-26 13:05:00,9984.80,0.00,9984.80,612,GT_90,CLOSED
1500002617,1200002617,2024-07-24 13:05:00,39843.07,0.00,39843.07,614,GT_90,CLOSED
1500002618,1200002618,2024-07-30 13:05:00,50609.56,0.00,50609.56,608,GT_90,CLOSED
1500002619,1200002619,2025-07-04 16:31:00,6081.20,0.00,6081.20,269,GT_90,CLOSED
1500002620,1200002620,2025-07-08 16:31:00,79345.47,64289.99,15055.48,265,GT_90,OPEN
1500002621,1200002621,2025-07-03 16:31:00,14029.91,0.00,14029.91,270,GT_90,CLOSED
